X,Y,FID,globalid,EditDate,POC_name,POC_phone,POC_email,SITE_name,SITE_website,SITE_specific_location,Time,PublicNotes,SITE_address1,SITE_address2,SITE_city,SITE_state,SITE_zip,STATUS,Population_Served,Population_Served_filter,Volunteer,Volunteer_Info,Limited,CATEGORY
-79.8857367859999,40.4675849870001,1815,{78A79D18-AE06-490C-870B-EF57828618D8},2020/04/02 19:09:52,,412-394-5962,Nikisha.cunningham@aiu3.net,Lincoln Park Family Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",7300 Ridgeview Avenue,,Pittsburgh,PA,15235,active,focused on families with infants or toddlers,family_support,No,,no,Family Support Center
-79.8752526219999,40.3495320970001,1816,{B50E8C86-95EB-42E7-84AE-12ECA53F2D33},2020/04/02 19:09:51,,412-715-6290,mckeesportfc@aiu3.net,McKeesport Family Center ,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",339 5Th Avenue,,McKeesport,PA,15132,active,focus on families with infants and toddlers,family_support,No,,no,Family Support Center
-79.908804561,40.407815822,1817,{BEA53450-BB22-4583-844C-DA6769B2B130},2020/04/02 19:09:49,,412-337-8755,steelvalleyfc@aiu3.net,Steel Valley Family Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",304 East 8th Avenue,,Homestead,PA,15120,active,focus on families with infants and toddlers,family_support,No,,no,Family Support Center
-80.073399954,40.471711068,1818,{10790795-6C38-4828-8D25-2101CC19D53B},2020/04/02 19:09:48,,412-771-7166,storoxfc@aiu3.net,Sto-Rox Family Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",618 Russellwood Avenue,,McKees Rock,PA,15136,active,focused on families with infants or toddlers,family_support,No,,no,Family Support Center
-79.864641,40.400703,1819,{D97BB81D-2E78-4706-87E0-CD62C72309D3},2020/04/02 19:09:47,,412-273-4610,mary.napier@chp.edu,Braddock Family Care Connection,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",849 Braddock Avenue,,Braddock,PA,15104,active,focused on families with infants and toddlers,family_support,No,,no,Family Support Center
-79.987419556,40.4173688870001,1820,{868A04F5-8AE1-4969-8FC7-683E3FC4BEC9},2020/04/02 19:09:45,,724-882-0439,kelly.cavanaugh@chp.edu,Hilltop Family Care Connection,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",(none),1630 Arlington Avenue ,,Pittsburgh,PA,15210,active,"focus on families with infants and toddlers
",family_support,No,,no,Family Support Center
-79.9539662349999,40.481195773,1821,{E249E831-DF61-46CE-846D-0D23AD4E02EA},2020/04/02 19:09:44,,412-496-2783,,Lawrenceville Family Care Connection,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",5235 Butler Street,,Pittsburgh,PA,15201,active,focused on families with infants and toddlers,family_support,No,,no,Family Support Center
-79.8285486,40.4642533210001,1822,{170423EB-1003-4676-8581-9CBB0F354E78},2020/04/02 19:09:43,,412-894-9230,kivuvai@upmc.edu,Penn Hills Family Care Connection,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",10 Duff Road,,Penn Hills,PA,15235,active,focused on families with infants and toddlers,family_support,No,,no,Family Support Center
-79.880078861,40.412190622,1823,{FE089296-E39C-4EBE-8EF6-8EC90B9E3000},2020/04/02 19:09:41,,412-273-4610,mary.napier@chp.edu,Rankin Family Care Connection,,Rankin Christian Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",230 Third Street,,Braddock,PA,15104,active,focus on families with infants and toddlers,family_support,No,,no,Family Support Center
-79.833000966,40.406216666,1824,{6C1758B7-D57F-43B0-8F33-E73EDFDF5591},2020/04/02 19:09:38,,412-829-8982,marylouise.fuga@chp.edu,Turtle Creek Family Care Connection ,,Penn Plaza Shopping Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",208 Penn Ave,Penn Plaza Shopping Center,Turtle Creek,PA,15145,active,focus on families with infants and toddlers,family_support,No,,no,Family Support Center
-79.94390112,40.4082413290001,1825,{352E970C-F081-450F-82DE-90A9F6B50D72},2020/04/02 19:09:36,,412-298-4006,dgill@cotraic.org,Greater Hazelwood Family Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",5006 Second Avenue,,Pittsburgh,PA,15207,active,focus on families with infants and toddlers,family_support,No,,no,Family Support Center
-80.029496981,40.473828371,1826,{90E28643-4AF0-4512-8CDA-490B44A63E14},2020/04/02 19:09:34,,412-766-3860 x320,ibrooks@providenceconnections.org,Providence Family Support Center ,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",3113 Brighton Road,,Pittsburgh,PA,15212,active,focus on families with infants and toddlers,family_support,No,,no,Family Support Center
-80.003392087,40.4532962370001,1827,{12A1A365-09F8-4382-89DA-3E8501B7F0A3},2020/04/08 13:24:29,Tracy Grondziowski,,,Allegheny Center Alliance Church,,Food will be distributed in the parking area between the Union Place Building and the Main Sanctuary.,Between the hours of 11:30 am and 1:30 pm,Providing to-go meals starting April 6th,250 East Ohio Street,,Pittsburgh,PA,15212,active,only kids/youth 18 & younger,students,Yes,"There are volunteer opportunities. For more information, contact tracy.grondziowski@acac.net.",no,
-79.891022161,40.334655739,1861,{27F13691-677F-4EEE-8926-63D3133D01BA},2020/04/07 19:39:14,,724-258-2200,,Ringgold SD,,back parking lot of Subway,11:30-1:00,Grab n' Go ,48 Monongahela Ave,,Glassport,PA,15045,active,children,students,No,,no,
-80.361581697,40.1410570050001,1862,{F67BC5B1-3815-4C3F-8377-BD3AADEBFB8D},2020/04/07 19:28:42,,724-948-3731,,McGuffey SD,,Families should use the bus lane,11:30-1:00 M & TH,Grab & Go,48 McGuffey Dr,,Claysville,PA,15323,active,children,students,No,,no,
-79.644018807,40.3601691,1863,{99A14D5D-1FF2-484A-89D3-437F2902961E},2020/04/14 20:46:27,,724-744-0302,,Penn-Trafford SD Middle School,https://echalk-slate-prod.s3.amazonaws.com/private/schools/1052/site/fileLinks/f48158ec-4dd6-4dae-bf41-c0f5de383db6?AWSAccessKeyId=AKIAJSZKIBPXGFLSZTYQ&Expires=1902257116&response-cache-control=private%2C%20max-age%3D31536000&response-content-disposition=,cafeteria lower level,11:00-1:00 M & W,(none),1007 Penn Middle Way,,Jeannette,PA,15644,active,children,students,No,,no,
-79.831555523,40.114914593,1889,{C32813EE-6823-42C8-8D29-386C9DDBC8D1},2020/04/09 16:16:58,,,,Belle Vernon SD Marion Elementary,https://docs.google.com/forms/d/e/1FAIpQLSdM-P5bbUGEy8GlDuTMXo7SADzwj78F88mSfkZ5831iXpoHoA/viewform,(none),11-12:00 M-F,(none),500 Perry Ave,,Belle Vernon,PA,15012,active,children,students,No,,no,
-79.81448,40.17864,1890,{D557CBCD-C415-45D1-83A5-9F05B382E7C8},2020/04/09 16:14:53,,,,Belle Vernon SD Rostraver Elementary,https://docs.google.com/forms/d/e/1FAIpQLSdM-P5bbUGEy8GlDuTMXo7SADzwj78F88mSfkZ5831iXpoHoA/viewform,(none),11-12:00,(none),300 Crest Ave,,Rostraver Township,PA,15012,active,children,students,No,,no,
-79.82388,40.117464,1891,{11D81E62-8F77-4FE4-849D-9394E989B864},2020/04/09 16:17:36,,,,Belle Vernon SD - Marion Villa,https://docs.google.com/forms/d/e/1FAIpQLSdM-P5bbUGEy8GlDuTMXo7SADzwj78F88mSfkZ5831iXpoHoA/viewform,in the circle,11-12:00 M-F,(none),Marion Villa,,Belle Vernon,PA,15012,active,children,students,No,,no,
-79.864254,40.1545125,1892,{A4BBF4CA-B1A4-40C5-8169-5D0818960A70},2020/04/09 16:15:42,,,,Belle Vernon SD - Rostraver Apartments,https://docs.google.com/forms/d/e/1FAIpQLSdM-P5bbUGEy8GlDuTMXo7SADzwj78F88mSfkZ5831iXpoHoA/viewform,both stops,11-12:00 M-F,(none),Rostraver Apartments - both stops,,Belle Vernon,PA,15012,active,children,students,No,,no,
-79.798058102,40.167069881,1893,{BD2765B2-5DDF-4EAD-8566-85EBCEF58B0C},2020/04/09 16:13:40,,,,Belle Vernon SD - Port Royal Village,https://docs.google.com/forms/d/e/1FAIpQLSdM-P5bbUGEy8GlDuTMXo7SADzwj78F88mSfkZ5831iXpoHoA/viewform,both stops,11-12:00 M-F,(none),Port Royal Village Apartments,,Belle Vernon,PA,15012,active,children ,students,No,,no,
-79.7197831129999,39.896293255,1894,{E27085AB-E4C4-4480-83C7-812A5F921C51},2020/04/14 20:15:38,,724-439-5000,,Uniontown Area SD High School,http://uasdraiders.org/cafeteria/,must call in by 9:30 daily,11-1:00 M-F,(none),146 E. Fayette St,,Uniontown,PA,15401,active,children,students,No,,no,
-79.8340946449999,40.381325147,1897,{D8D42967-345E-4AB0-811A-481F352AC68C},2020/04/09 19:54:10,Dr. Janis C. Brooks,"Please call  412-829-2711 on Thursday for prepared meals for Monday, and call 412- 829-2711 on Tuesday for Thursday's prepared meals.",,Sankofa Children's Village,https://www.cadaprograms.org/,(none),"Mondays and Thursdays: must call ahead; please see instructions below. ","Dinners are provided on Mondays and Thursdays. Monday's meals are for Monday, Tuesday and Wednesday. Please call  412-829-2711 on Thursday for prepared meals for Monday, and call 412- 829-2711 on Tuesday for Thursday's prepared meals. These meals are ""Pick Up and Go.""",2901 Maryland Ave,,Pittsburgh,PA,15137,active,Children,students,No,,no,
-79.943740374,40.4651741060001,1899,{FFCB55D4-5EFE-4A69-8330-964443C5653C},2020/04/16 19:46:00,Elina Malkin,2154959227,Malkin.elina@gmail.com,Pittsburgh Restaurant Workers Aid Food Distribution Center,https://www.facebook.com/pghrestaurantworkersaid/,Please enter from the front at 5006 Penn Ave. A volunteer will greet you at the door.,Tuesday-Sunday 1-5pm. Please visit our Facebook page for more info on special distribution events or to request a delivery to your home.,<div>For restaurant and hospitality workers.</div>Please visit https://www.facebook.com/pghrestaurantworkersaid/ for up to date info.,5006 Penn Ave.,,Pittsburgh,Pennsylvania,15224,active,"Our Food Distribution Center serves restaurant and hospitality employees who have lost work due to Covid-19. We provide groceries, baby care items, pet food, and household products to our community. Please visit us at https://www.facebook.com/pghrestaurantworkersaid/ for more information and to let us know how we can help you during this difficult time.",none_of_the_above,No,,no,
-79.9843350529999,40.4367954090001,1906,{2D88B7E2-AD7B-41D0-8C0B-44595F3C84BC},2020/04/17 20:19:10,,(412) 232-7200,,A Child's Place,https://www.achildsplacepa.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes, and formula.",1515 Locust Street,Suite 302,Pittsburgh,PA,15219,active,Focused on families with infants or toddlers,family_support,No,,no,Family Support
-79.87821187,40.4566300180001,1907,{92FD93FF-2772-4541-836E-D70DFE74EDD4},2020/04/17 20:36:43,,(412) 491-7723,,"A Second Chance, Inc.",https://www.asecondchance-kinship.com/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes, and formula.",8350 Frankstown Road,,Pittsburgh,PA,15221,active,Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-79.852245259,40.4606120820001,1908,{79A13226-77E0-4A91-891D-E9AE2DB74106},2020/04/17 20:36:06,,(412) 923-8092,,AIMED Human Services,https://www.aimedpgh.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes, and formula.",232 Curtis Street,,Pittsburgh,PA,15235,active,Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-79.9817610059999,40.442863797,1909,{6DCA1725-FAE9-4472-8B12-D398D58BFCE8},2020/04/17 20:37:54,,(412) 583-7608,,Primary Care Health Services,https://pchspitt.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes, and formula.",1835 Centre Avenue,Suite 190,Pittsburgh,PA,15219,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-80.019936,40.448268,1910,{BE821709-EA6F-45F4-828E-788CA03198B1},2020/04/17 20:37:22,,(412) 773-0432,,Pittsburgh Mercy,https://www.pittsburghmercy.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes, and formulas.",1200 Reedsdale Street,,Pittsburgh,PA,15233,active,Organization serves adults and children with mental health needs. Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-80.0694699649999,40.5018339110001,1911,{72996394-3601-4A4E-866E-9405A5374DAA},2020/04/20 18:19:30,,(412) 766-5212 x101,,Genesis of Pittsburgh,https://www.genesispgh.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",550 California Avenue,,Pittsburgh,PA,15202,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-79.892610507,40.447152902,1912,{74FCFE9C-DE33-4F18-8474-337D0AA75781},2020/04/20 18:15:08,,(412) 812-1743,,Wesley Family Services,https://wfspa.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",221 Penn Avenue,,Wilkinsburg,PA,15221,active,Serves foster families. Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-79.942128348,40.411999193,1913,{433AA692-6357-4EC5-861E-A54C8F3AA2D4},2020/04/20 18:16:54,,(814) 673-6390,,Center of Life,https://www.centeroflife.net/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",161 Hazelwood Avenue,,Pittsburgh,PA,15207,active,Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-79.970391,40.345128,1914,{3C54B38F-D535-49AD-8CA5-B32BD53EC8F9},2020/04/20 18:17:42,,(412) 371-3689,,Clover Leaf Ecumenical Assistance Program,,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes, and formula.",1 Grove Place,,Pittsburgh,PA,15236,active,Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-79.711434797,39.8980916420001,1915,{06707FC3-1A12-4DF4-8A73-28CC7D747E3A},2020/04/20 18:20:26,,(724) 437 1660,,East End United Community Center,https://www.eeucc.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",150 Coolspring Street,,Uniontown,PA,15401,active,Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-79.8981255,40.455504,1916,{B036CF68-AA11-4035-8740-541A1843954A},2020/04/20 18:17:17,,(412) 371-3689,,Community Empowerment Association,http://ceapittsburgh.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",7120 Kelly Street,,Pittsburgh,PA,15208,active,Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-79.818443921,40.412636896,1917,{3A290198-C7FB-4706-8D6D-C761A9C87246},2020/04/20 18:49:19,,(412) 241-0811,,Growing in God Ministry,https://www.facebook.com/GrowingInGodInc/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formulas.",601 James Street,,Turtle Creek ,PA,15145,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-79.897460876,40.4509207780001,1918,{463D5BBA-17C5-4E11-815E-1EC1AB656F1B},2020/04/20 18:51:22,,(412) 247-4009,,Healthy Start,https://healthystartpittsburgh.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availiability.,"This location has access to diapers, wipes and formula.",400 North Lexington Avenue,,Pittsburgh,Pennsylvania,15208,active,Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-79.9872885,40.438044,1919,{17DE278B-380D-4D87-8A60-53CB08B8C7F5},2020/04/20 18:50:40,,(412) 471-2600,,Life's Work of Western PA,https://www.lifesworkwpa.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",1323 Forbes Avenue,,Pittsburgh,PA,15219,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-79.9704,40.442058,1920,{9F447D24-57F2-44AE-89B1-A0E2BED92CA1},2020/04/20 19:13:29,,(412) 383-1575,,Matilda Theiss Child Development Center,https://www.upmc.com/services/behavioral-health/child-development,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",373 Burrows Street,,Pittsburgh,PA,15213,active,Focused on families with infants or toddlers.,family_support,No,,no,Family Support Center
-79.8875685,40.420872,1921,{91A7BE11-9420-402C-8ED7-12960A2A31A1},2020/04/20 19:43:02,,(412) 945-7670,,Maya Organization,https://mayaorganization.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",7451 Washington Avenue.,,Pittsburgh,PA,15218,active,Focused on families with infants and toddler.,family_support,No,,no,Family Support Center
-79.969080971,40.445996387,1922,{9AB48954-2DA1-4FA9-8610-A942CE5567EB},2020/04/20 19:41:08,,(412) 621-7788,,New Light Temple Baptist Church,https://www.facebook.com/NLTBC/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",2546 Centre Avenue,,Pittsburgh,PA,15219,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-80.016339456,40.4580617600001,1923,{B92C8117-7B85-4B92-8833-79757E3A18FB},2020/04/20 19:39:42,,(412) 323-1163,,Northside Common Ministries,http://www.ncmin.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",1601 Brighton Road,,Pittsburgh,PA,15212,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-79.9257870179999,40.416895498,1924,{0DB30037-98B7-4343-89FB-E799E9F76051},2020/04/20 19:41:53,,(412) 422-7442,,Squirrel Hill Health Center,http://squirrelhillhealthcenter.org/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",4516 Browns Hill Road,,Pittsburgh,Pennsylvania,15217,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-79.9899525,40.410468,1925,{E8010AEA-5A8B-4585-806E-41E5073E523B},2020/04/20 19:40:22,,(412) 381-9215,,Trinity Evangelical Lutheran Church,http://plumofpa.com/TrinityMtOliver.htm,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",601 Brownsville Road,,Pittsburgh,PA,15210,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-80.060721354,40.465314807,1926,{D75E972F-66A1-46C9-802D-F34332B39088},2020/04/20 19:38:57,,(412) 771-1008,,Zellous Hope Project,https://www.zelloushope.com/,Location is closed to the public. Call ahead for availability.,Supplies are limited. Call ahead for availability.,"This location has access to diapers, wipes and formula.",611 Chartiers Avenue,,Pittsburgh,PA,15136,active,Focused on families with infants and toddlers.,family_support,No,,no,Family Support Center
-79.989437777,40.4111665610001,1928,{B121B546-7913-4140-86E8-8EF14EA103F3},2020/04/24 12:58:19,Lisa Pietrusza - Interpretation and translation services available.,,pittalum07@yahoo.com,Louisa Way Take What You Need,,"Accessible on Louisa Way, look for neon green signage on street and house with large mural.  Small outdoor pantry located on wall in front of red fence.  Accesible en Louisa Way, busque letreros de neón verde en la calle y en la casa con un gran mural. Pequeña despensa al aire libre ubicada en la pared frente a la valla roja.","Self serve.  Available 24 hours per day, 7 days per week.Autoservicio. Disponible las 24 horas del día, los 7 días de la semana.","Selection of pasta, noodles, rice, canned vegetables and fruit, canned beans, canned meat, sauce, bread, ready to heat meals, peanut butter, hygiene, and cleaning products.  Replenished daily. Selection may vary.  No refrigerated or frozen items.  Bags tied to fence.  Need something specific?  Please leave a note in notebook provided.   Selección de pastas, fideos, arroz, verduras y frutas enlatadas, frijoles enlatados, carne enlatada, salsa, pan, comidas listas para calentar, mantequilla de maní, productos de higiene y limpieza. Reabastecido diariamente. La selección puede variar. No hay artículos refrigerados o congelados. Bolsas atadas a la valla. ¿Necesitas algo específico? Por favor, deje una nota en el cuaderno proporcionado.",Between 501-510 Louisa Way. (Rear of 437 Carl St.),,Pittsburgh,PA,15210,active,No restrictions,"everyone,students,senior_citizens",No,,no,
-80.343116491,40.9990306400001,1931,{E1E26294-52BB-473A-8382-5095617B586F},2020/05/05 17:27:58,,,,Family Care Ministry at City Rescue Mission,https://www.cityrescuemission.org/home/need-help/emergency-dist/,Call 724-652-4321 to schedule a time to pick up food. Ring the doorbell when you arrive at Family Care and we will bring the food out to your car.,Monday - Friday from 9:00 a.m. to 11:00 a.m. and 12:30 a.m. to 3:30 p.m.,(none),319 S Croton Ave,,New Castle,PA,16101,active,Any individual (s) and families effected by COVID-19 are eligible to receive a food basket.,"everyone,students,senior_citizens",No,,no,
-79.812819,40.381299,1936,{080DE49C-9B0D-445A-820F-A4A292E9B797},2020/05/14 20:22:09,,(412) 823-9687,,VFW Post 8430,https://www.facebook.com/VFW-Post-8430-1019716451429520/?hc_ref=ARQEnQsJ4--RN08mHCtpYXik4KHmAIE363zriK1kSb1-8afrNH23kMiNnYWNmcq8BoE&fref=nf&__tn__=kC-R,By appointment only. Call first to make an appointment for pick up or if you need food delivered.,By appointment only.,By appointment only. Call first to make an appointment for pick up or if you need food delivered.,1200 Broadway Street,,East McKeesport,PA,15035,active,Everyone,"everyone,students,senior_citizens",No,,no,
-79.837811602,40.4029318870001,1937,{DAC7CDF9-D049-470B-8C9B-7FCC143A9A51},2020/05/14 20:30:12,,(412) 824-9188,,Presentation of Christ,http://www.ypapanti.net/get-involved/outreach-ministry/?fbclid=IwAR2GtlGS7tcANBEnDnoenk5ZOpgPwhF6OBAVJdynZA5bc15pcjSpSnBf8To,Located in Community Center,4th Saturday of every month 10-11 am,Free groceries,1672 Electric Avenue,,East Pittsburgh,PA,15112,active,Everyone,"everyone,students,senior_citizens",No,,no,
-79.9819425,40.370427,1938,{8A4FE4F5-52EF-4022-8BF1-46C63C5391AA},2020/05/14 20:38:14,George Scott or John Kaufman or Kevin Carmichael,(815) 483-7431 or (412) 452-0441 or (412) 417-3004,,Brentwood VFW Post 1810,https://brentwoodvfw.org/,Pop-up food bank offering food to veterans,Call for more information.,,3801 Saw Mill Run Boulevard,,Pittsburgh,PA,15227,active,Veterans and their families only - Must show DD214 or ID,none_of_the_above,No,,no,Veterans only
-80.0004735,40.453686,1942,{5702A1F3-4653-40C3-845C-F5EA4FCE62D4},2020/05/18 20:11:15,,(412) 322-2494,,Arnold's Tea,,Providing free grab and go dinners to local families while supplies last.,"Thursdays, Fridays and Saturdays from 3 pm - 7 pm (while supplies last)",Free grab and go dinners,502 East Ohio Street,,Pittsburgh,PA,15212,active,Local families,"everyone,students,senior_citizens",No,,no,
-79.962435,40.448895468,1943,{27FF0335-A43A-4298-8A74-5993FED51A21},2020/05/20 12:43:14,,,,University Prep Early Childhood School,,Pick-up available in school parking lot,Every Thursday from 10 am - 1 pm,Paragon Foods will distribute a mixed bag of fresh vegetables.,3117 Centre Avenue,,Pittsburgh,PA,15219,active,Everyone,"everyone,students,senior_citizens",No,,no,
-80.005707,40.3883505,1944,{A33207B9-EDAD-49F4-8A76-84E936A8F7C2},2020/05/20 12:43:40,,,,Carmalt Early Childhood Center,,Pick-up available in school parking lot,Every Thursday from 10 am - 1 pm,Paragon Foods will distribute a mixed bag of fresh vegetables.,1550 Breining Street,,Pittsburgh,PA,15234,active,Everyone,"everyone,students,senior_citizens",No,,no,
-80.019036,40.489164,1945,{EFBFD93B-DDB5-4F37-85C6-7BEF9F43010E},2020/05/20 12:42:02,,,,Perry High School,,Pick-up available in school parking lot,Every Thursday from 10 am - 1 pm,Paragon Foods will distribute a mixed bag of fresh vegetables.,3875 Perrysville Avenue,,Pittsburgh,PA,15214,active,Everyone,"everyone,students,senior_citizens",No,,no,
-79.893692507,40.4527004550001,1946,{9342A334-E9FD-4F7B-82DE-6F503F1F2208},2020/05/20 12:44:03,,,,Faison K-5 School,,Pick-up available in school parking lot,Every Thursday from 10 am - 1 pm,Paragon Foods will distribute a mixed bag of fresh vegetables.,7430 TIoga Street,,Pittsburgh,PA,15208,active,Everyone,"everyone,students,senior_citizens",No,,no,
-80.0496855,40.448601,1947,{36D5DEC2-7E4F-4A3B-87E4-457E1CD2BB2A},2020/05/20 12:42:19,,,,Pittsburgh Gifted Center,,Pick-up is available in school parking lot,Every Thursday from 10 am - 1 pm,Paragon Foods will distribute a mixed bag of fresh vegetables.,1400 Crucible Street,,Pittsburgh,PA,15205,active,Everyone,"everyone,students,senior_citizens",No,,no,
-80.099133667,40.5500131520001,1955,{9176BB43-F1BD-4771-8F0E-10DF09E15DEE},2020/05/26 20:27:25,,,,Triumph Church,https://triumph1293.org/index.html,Fresh produce pick-up,Every Wednesday starting at 5 pm until June 24th,Fresh produce pick-up,1293 Mt. Nebo Road,,Pittsburgh,PA,15237,active,All are welcome.,"everyone,students,senior_citizens",No,,yes,Until June 24th
-80.257178476,40.206865082,1963,{FD34DEBE-D14F-4ACC-81A7-C59BB19D6B02},2020/05/29 20:20:42,412 Food Rescue,,,Washington County Fairgrounds,,"Drive-up, no contact Farmers to Families food box distribution. First-come, first-serve. Enough for 1000 cars.","Fridays from 1 pm - 3 pm (5/29, 6/5, 6/12, 6/19 and 6/26)",Each car will receive a box full of fresh produce and dairy items.,2151 North Main Street,,Washington,PA,15301,active,Everyone,"everyone,students,senior_citizens",No,,yes,Until June 26th
-79.8851401919999,40.4438432260001,1968,{5BD27780-B325-4EB4-8A1B-0EA53B6CCA64},2020/06/03 12:40:17,,(412) 436-9836,freestorewilkinsburg@gmail.com,Free Store Wilkinsburg,https://www.freestorewilkinsburg.org/,"No identification  is required. For safety reasons, no more than 10 shoppers are permitted in the store at a time. Do not park in the gated parking lot next to the building.",Every Friday 10 am -  1 pm and Saturday 11 am - 1 pm,Produce distribution in the store. No appointment necessary.,619 Penn Avenue,,Pittsburgh,PA,15221,active,Everyone,"everyone,students,senior_citizens",No,,no,
-79.493038573,40.3130673680001,1971,{91A2F98E-0185-4AC0-8362-86C60F9599FA},2020/06/05 13:13:59,,,,Achieva,https://www.facebook.com/BeverlysBirthdays/,Distribution will be in the parking lot. his event will practice social distancing. Our team will be wearing masks and we ask that you please do the same.,"Friday, June 12th from 10 am - 1 pm","Baby supplies distribution. Must register first - spots are limited. Our distribution day can provide families with:Diapers, Wipes, Formula, Baby Food, Snacks and Baby Hygiene Products.",316 Donohoe Road,,Greensburg,PA,15601,active,Parent or caregiver of a baby. Registration is required for this event. It is not open to the public. Spaces are limited.http://babiesintheburghwc.eventbrite.com,family_support,No,,yes,One day - June 12th
