id,facility_name,num,street,city,state,zip,municipal,category_cd,description,p_code,fdo,bus_st_date,seat_count,noroom,sq_feet,status,placard_st,x,y,address
3015,Ramsey Elementary Cafeteria,2200,Ramsey Rd,Monroeville,PA,15146,Monroeville,651,School Full Service Kitchen,9,1/1/70,1/1/70,0,,1551,1,1,-79.74778376,40.40855785,2200 Ramsey Rd Monroeville PA 15146
3023,Elroy Elementary School Cafeteria,3129,Elroy Ave,Pittsburgh,PA,15227,Brentwood,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,168,1,1,-79.97319396,40.37942766,3129 Elroy Ave Pittsburgh PA 15227
3025,Mt Vernon Elementary School Cafeteria,2400,Greenock - Buena Vista  Road,Mc Keesport,PA,15135,Elizabeth Township,653,School Satellite Kitchen,1,1/1/62,1/1/62,0,,510,1,1,-79.81249279,40.29206879,2400 Greenock - Buena Vista  Road Mc Keesport PA 15135
3032,Pgh Whittier K - 5,150,Meridan  Street,Pittsburgh,PA,15211,Pittsburgh-119,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,50,1,1,-80.01895543,40.4358522,150 Meridan  Street Pittsburgh PA 15211
3033,Pgh Carrick High School Cafeteria,125,Parkfield  Street,Pittsburgh,PA,15210,Pittsburgh-129,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,-79.98940244,40.39081053,125 Parkfield  Street Pittsburgh PA 15210
3038,Pgh Allegheny K-8 & ECC,810,Arch  Street,Pittsburgh,PA,15212,Pittsburgh-122,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,600,1,1,-80.00865536,40.45323078,810 Arch  Street Pittsburgh PA 15212
3049,Hartwood Elementary School Cafeteria,3730,Saxonburg Boulevard,Pittsburgh,PA,15238,Indiana,653,School Satellite Kitchen,0,6/17/84,6/17/84,0,,400,1,1,-79.88626555,40.57668991,3730 Saxonburg Boulevard Pittsburgh PA 15238
3054,Pgh Arlington PK-8 Intermediate,2500,Jonquil  Street,Pittsburgh,PA,15210,Pittsburgh-116,651,School Full Service Kitchen,1,1/7/91,1/7/91,0,,160,7,1,-79.97361543,40.41544616,2500 Jonquil  Street Pittsburgh PA 15210
3058,Pgh Grandview PreK-5,845,McLain  Street,Pittsburgh,PA,15210,Pittsburgh-118,653,School Satellite Kitchen,1,1/1/89,1/1/89,0,,256,1,1,-79.99280959,40.42448819,845 McLain  Street Pittsburgh PA 15210
3060,Pgh Westwood K - 5,508,Shadyhill  Road,Pittsburgh,PA,15205,Pittsburgh-128,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,100,1,1,-80.05055334,40.43146867,508 Shadyhill  Road Pittsburgh PA 15205
3063,South Allegheny Early Childhood Center,1,Glendale Ave,Mc Keesport,PA,15133,Liberty Boro,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,100,1,1,-79.84838959,40.32219643,1 Glendale Ave Mc Keesport PA 15133
3071,Reserve Elementary School,2107,Lonsdale Street,Pittsburgh,PA,15212,Reserve,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,187,1,1,-79.98113959,40.47558163,2107 Lonsdale Street Pittsburgh PA 15212
3076,Washington Elementary School Cafeteria,735,Washington Road,Pittsburgh,PA,15228,Mt Lebanon,653,School Satellite Kitchen,9,6/17/84,6/17/84,0,,2500,1,1,-80.0452035,40.37871958,735 Washington Road Pittsburgh PA 15228
3082,Moore Elementary School Cafeteria,3809,Dalewood  Street,Pittsburgh,PA,15227,Brentwood,653,School Satellite Kitchen,1,1/1/57,1/1/57,0,,220,1,1,-79.97428546,40.3687753,3809 Dalewood  Street Pittsburgh PA 15227
3083,Marzolf Elementary,101,Marzolf Road Extension,Pittsburgh,PA,15209,Shaler,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,1300,1,1,-79.96643955,40.51344735,101 Marzolf Road Extension Pittsburgh PA 15209
3086,Verner Elementary School Cafeteria,700,1st Street,Verona,PA,15147,Verona,653,School Satellite Kitchen,1,1/1/60,1/1/60,0,,125,1,1,-79.83946374,40.50502761,700 1st Street Verona PA 15147
3089,Pgh Morrow Pk - 5 & ECC,1611,Davis  Street,Pittsburgh,PA,15212,Pittsburgh-127,653,School Satellite Kitchen,1,1903-01-01,1903-01-01,0,,300,1,1,,,1611 Davis  Street Pittsburgh PA 15212
3091,Pgh Manchester PK - 8 & ECC,1612,Manhattan  Street,Pittsburgh,PA,15233,Pittsburgh-121,653,School Satellite Kitchen,1,9/1/64,9/1/64,0,,300,1,1,-80.0265177,40.45644534,1612 Manhattan  Street Pittsburgh PA 15233
3094,Pgh King PreK - 8 & ECC,50,Montgomery Place,Pittsburgh,PA,15212,Pittsburgh-122,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,650,1,1,-80.00496104,40.45480329,50 Montgomery Place Pittsburgh PA 15212
3098,Rogers Elementary,705,Scott Ave,Glenshaw,PA,15116,Shaler,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,765,7,1,-79.98312536,40.53850623,705 Scott Ave Glenshaw PA 15116
3100,West Jefferson Gill Hall Elementary,829,Gill Hall Rd,Clairton,PA,15025,Jefferson,651,School Full Service Kitchen,9,9/1/56,9/1/56,0,,858,1,1,-79.96078938,40.30083323,829 Gill Hall Rd Clairton PA 15025
3105,St Ursula Elementary Cafeteria,3937,Kirk Ave,Allison Park,PA,15101,Hampton,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,374,7,1,-79.96349958,40.56079645,3937 Kirk Ave Allison Park PA 15101
3106,North Allegheny Sr High School Cafeteria,10375,Perry Highway,Wexford,PA,15090,McCandless,651,School Full Service Kitchen,9,9/1/84,9/1/84,0,,3848,1,1,-80.05361293,40.60341167,10375 Perry Highway Wexford PA 15090
3108,Lincoln Elementary Cafeteria,2,Ralston Place,Pittsburgh,PA,15216,Mt Lebanon,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,400,1,1,-80.04848339,40.38848561,2 Ralston Place Pittsburgh PA 15216
3110,Jeffery Elementary,201,Wetzel Rd,Glenshaw,PA,15116,Shaler,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,150,1,1,-79.96813083,40.52400084,201 Wetzel Rd Glenshaw PA 15116
3111,Wyland Elementary School Cafeteria,2284,Wyland Ave,Allison Park,PA,15101,Hampton,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,460,1,1,-79.97797774,40.5617244,2284 Wyland Ave Allison Park PA 15101
3113,Mt Lebanon Senior High Cafeteria,155,Cochran Road,Pittsburgh,PA,15228,Mt Lebanon,651,School Full Service Kitchen,9,11/1/84,11/1/84,0,,7350,1,1,-80.05087678,40.37631132,155 Cochran Road Pittsburgh PA 15228
3116,Park Elementary School,4100,Main  Street,Homestead,PA,15120,Munhall,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,517,1,1,-79.90530312,40.38207497,4100 Main  Street Homestead PA 15120
3117,West Allegheny Middle School Cafeteria,207,Allegheny Road,Imperial,PA,15126,North Fayette,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,2760,1,1,,,207 Allegheny Road Imperial PA 15126
3121,Peebles Elementary School Cafeteria,8625,Peebles Rd,Pittsburgh,PA,15237,McCandless,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,800,1,1,-80.01078345,40.56534993,8625 Peebles Rd Pittsburgh PA 15237
3122,Hosack Elementary School Cafeteria,9275,Peebles Rd,Allison Park,PA,15101,McCandless,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,800,1,1,-80.00228704,40.5740501,9275 Peebles Rd Allison Park PA 15101
3123,Ingomar Elementary School Cafeteria,602 W,Ingomar Rd,Pittsburgh,PA,15237,McCandless,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,600,1,1,-80.05353298,40.58221612,602 W Ingomar Rd Pittsburgh PA 15237
3124,Franklin School Cafeteria,2401,Rochester Rd,Sewickley,PA,15143,Franklin Park,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,600,1,1,-80.09622403,40.58687336,2401 Rochester Rd Sewickley PA 15143
3125,Bradford Woods Elementary School Cafeteria,18,Forest Rd,Bradfordwoods,PA,15015,Bradford Woods,651,School Full Service Kitchen,9,8/28/91,8/28/91,0,,250,1,1,,,18 Forest Rd Bradfordwoods PA 15015
3130,Pgh Perry High School,3875,Perrysville  Avenue,Pittsburgh,PA,15214,Pittsburgh-126,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1800,1,1,-80.01903308,40.48916016,3875 Perrysville  Avenue Pittsburgh PA 15214
3131,Pgh Oliver Citywide 3-12,2323,Brighton  Road,Pittsburgh,PA,15212,Pittsburgh-127,651,School Full Service Kitchen,9,8/1/86,8/1/86,0,,2500,1,1,-80.0244977,40.46442542,2323 Brighton  Road Pittsburgh PA 15212
3134,Pgh Langley K - 8 Cafeteria,2940,Sheraden Boulevard,Pittsburgh,PA,15204,Pittsburgh-120,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1388,1,1,-80.05466942,40.45453189,2940 Sheraden Boulevard Pittsburgh PA 15204
3137,South Fayette Elementary School Cafeteria,3620,Old Oakdale Road,Mc Donald,PA,15057,South Fayette,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,500,1,1,-80.17040862,40.37580012,3620 Old Oakdale Road Mc Donald PA 15057
3139,Quaker Valley Osborne Elementary School,1414,Beaver Rd,Sewickley,PA,15143,Osborne,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,450,1,1,-80.16864014,40.5306812,1414 Beaver Rd Sewickley PA 15143
3140,Quaker Valley  High School,625,Beaver  Road,Leetsdale,PA,15056,Leetsdale,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,,,625 Beaver  Road Leetsdale PA 15056
3141,Carmalt Academy of Science & Technology Cafeteria,1550,Breining  Street,Pittsburgh,PA,15226,Pittsburgh-132,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,306,1,1,-80.00682087,40.38778415,1550 Breining  Street Pittsburgh PA 15226
3142,A W Beattie Career Center,9600,Babcock Blvd,Allison Park,PA,15101,McCandless,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,-80.00579846,40.57894317,9600 Babcock Blvd Allison Park PA 15101
3148,Our Lady Of Grace School,1734,Bower Hill Road,Pittsburgh,PA,15243,Scott,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,700,1,1,-80.08403651,40.37246342,1734 Bower Hill Road Pittsburgh PA 15243
3154,Pgh Banksville PreK - 5,1001,Carnahan Road,Pittsburgh,PA,15216,Pittsburgh-120,653,School Satellite Kitchen,0,6/17/84,6/17/84,0,,240,1,1,-80.03672191,40.40722933,1001 Carnahan Road Pittsburgh PA 15216
3156,Howe Elementary Cafeteria,400,Broadmoor Avenue,Pittsburgh,PA,15228,Mt Lebanon,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,100,1,1,-80.03095008,40.37551824,400 Broadmoor Avenue Pittsburgh PA 15228
3158,Foster Elementary Cafeteria,700,Vermont Avenue,Pittsburgh,PA,15234,Mt Lebanon,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,100,1,1,-80.03873695,40.36304882,700 Vermont Avenue Pittsburgh PA 15234
3159,Markham Elementary Cafeteria,165,Crescent Drive,Pittsburgh,PA,15228,Mt Lebanon,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,100,1,1,-80.05495156,40.36698048,165 Crescent Drive Pittsburgh PA 15228
3170,Chartiers Valley Intermediate Cafeteria,2030,Swallow Hill Road,Pittsburgh,PA,15220,Scott,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,2600,1,1,-80.07867065,40.39642938,2030 Swallow Hill Road Pittsburgh PA 15220
3172,Brentwood Middle/High School Cafeteria,3601,Brownsville Rd,Pittsburgh,PA,15227,Brentwood,651,School Full Service Kitchen,9,1/1/80,1/1/80,0,,2847,1,1,-79.97410617,40.37435183,3601 Brownsville Rd Pittsburgh PA 15227
3173,Elizabeth Forward Sr High School Cafeteria,1000,Weigles Hill Rd,Elizabeth,PA,15037,Elizabeth Township,651,School Full Service Kitchen,9,9/1/84,9/1/84,0,,3000,1,1,-79.85607027,40.25532979,1000 Weigles Hill Rd Elizabeth PA 15037
3176,South Park Middle School,2500,Stewart  Road,Library,PA,15129,South Park,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,3076,1,1,-80.01273812,40.29483478,2500 Stewart  Road Library PA 15129
3177,South Allegheny High School Cafeteria,2743,Washington  Boulevard,Mc Keesport,PA,15133,Liberty Boro,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,3150,1,1,-79.86798038,40.32381695,2743 Washington  Boulevard Mc Keesport PA 15133
3178,Bishop Canevin High School Cafeteria,2700,Morange Road,Pittsburgh,PA,15205,Pittsburgh-128,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,700,1,1,-80.07097339,40.4231434,2700 Morange Road Pittsburgh PA 15205
3179,Baldwin High School Cafeteria,4653,Clairton Blvd,Pittsburgh,PA,15236,Whitehall,651,School Full Service Kitchen,9,1/1/60,1/1/60,0,,250,1,1,-79.97733976,40.35563377,4653 Clairton Blvd Pittsburgh PA 15236
3181,Sto Rox Sr High School,1105,Valley  Street,Mc Kees Rocks,PA,15136,Stowe,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,4000,1,1,-80.07443215,40.47045027,1105 Valley  Street Mc Kees Rocks PA 15136
3183,Keystone Oaks High School Cafeteria,1000,Kelton Avenue,Pittsburgh,PA,15216,Mt Lebanon,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,5780,1,1,-80.03052564,40.38728529,1000 Kelton Avenue Pittsburgh PA 15216
3184,Hampton Middle School Cafeteria,4589,School Rd,Allison Park,PA,15101,Hampton,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,4435,1,1,,,4589 School Rd Allison Park PA 15101
3186,North Hills Senior High School Cafeteria,53,Rochester  Road,Pittsburgh,PA,15229,Ross,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,5700,1,1,-80.02625133,40.52617171,53 Rochester  Road Pittsburgh PA 15229
3191,Deer Lakes Sr High Cafeteria,163,Union Road,Cheswick,PA,15024,West Deer,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,4600,1,1,,,163 Union Road Cheswick PA 15024
3194,Wilkins Primary School Cafeteria,362,Churchill Rd,Pittsburgh,PA,15221,Wilkins,653,School Satellite Kitchen,1,1/1/57,1/1/57,0,,1302,1,1,-79.8279654,40.43098579,362 Churchill Rd Pittsburgh PA 15221
3195,St Therese School Cafeteria,3,St Therese  Court,Homestead,PA,15120,Munhall,651,School Full Service Kitchen,9,1/1/57,1/1/57,0,,1567,1,1,,,3 St Therese  Court Homestead PA 15120
3201,Colfax Upper Elementary Cafeteria,430,Colfax Street,Springdale,PA,15144,Springdale Borough,651,School Full Service Kitchen,9,1/1/60,1/1/60,0,,1600,1,1,-79.7838595,40.54455895,430 Colfax Street Springdale PA 15144
3202,Wilkinsburg Senior High School Cafeteria,747,Wallace  Avenue,Pittsburgh,PA,15221,Wilkinsburg,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1014,7,1,-79.88179601,40.44419378,747 Wallace  Avenue Pittsburgh PA 15221
3212,Dorseyville Middle School Cafeteria,3732,Saxonburg Boulevard,Pittsburgh,PA,15238,Indiana,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1925,1,1,-79.88398988,40.57694716,3732 Saxonburg Boulevard Pittsburgh PA 15238
3213,Whitehall Elementary School,4900,Curry Road,Pittsburgh,PA,15236,Whitehall,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,2800,1,1,-79.99316061,40.35316527,4900 Curry Road Pittsburgh PA 15236
3216,Dormont Elementary School Cafeteria,3200,Annapolis  Avenue,Pittsburgh,PA,15216,Dormont,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,3500,1,1,-80.0438332,40.3947312,3200 Annapolis  Avenue Pittsburgh PA 15216
3218,Avonworth Sr High School Cafeteria,304,Josephs Ln,Pittsburgh,PA,15237,Ohio,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1688,1,1,-80.07909701,40.53164216,304 Josephs Ln Pittsburgh PA 15237
3219,Carson Middle School Cafeteria,200,Hillvue Ln,Pittsburgh,PA,15237,McCandless,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1045,1,1,-80.03165168,40.56577468,200 Hillvue Ln Pittsburgh PA 15237
3220,North Allegheny Inter High School Cafeteria,350,Cumberland Rd,Pittsburgh,PA,15237,McCandless,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1116,1,1,-80.03146826,40.57078238,350 Cumberland Rd Pittsburgh PA 15237
3223,Wexford Elementary School Cafeteria,250,Brown Rd,Gibsonia,PA,15044,Pine,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1650,1,1,,,250 Brown Rd Gibsonia PA 15044
3224,Highlands Middle School Cafeteria,1350,Broadview  Boulevard,Natrona Heights,PA,15065,Harrison,651,School Full Service Kitchen,9,1/1/60,1/1/60,0,,1575,1,1,-79.73273962,40.61723173,1350 Broadview  Boulevard Natrona Heights PA 15065
3226,Pressley Ridge School Cafeteria,530,Marshall Avenue,Pittsburgh,PA,15214,Pittsburgh-126,651,School Full Service Kitchen,9,12/15/87,12/15/87,0,,800,1,1,-80.01893536,40.47134158,530 Marshall Avenue Pittsburgh PA 15214
3227,Hoover Elementary Cafeteria,37,Robb Hollow Road,Pittsburgh,PA,15243,Mt Lebanon,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,150,1,1,-80.06932834,40.37416869,37 Robb Hollow Road Pittsburgh PA 15243
3236,Wilson Elementary School Cafeteria,100,Bruno Lane,Imperial,PA,15126,Findlay,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1250,1,1,-80.26693061,40.44425304,100 Bruno Lane Imperial PA 15126
3237,McKee Elementary School Cafeteria,1501,Oakdale Road,Oakdale,PA,15071,North Fayette,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1250,1,1,-80.19340932,40.41531608,1501 Oakdale Road Oakdale PA 15071
3238,Eisenhower Elementary School,100,Warwick Drive,Pittsburgh,PA,15241,Upper St Clair,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,3542,1,1,-80.06248617,40.34933578,100 Warwick Drive Pittsburgh PA 15241
3243,Fort Couch Middle School,515,Fort Couch Road,Pittsburgh,PA,15241,Upper St Clair,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,480,1,1,-80.06466624,40.35425785,515 Fort Couch Road Pittsburgh PA 15241
3251,St. Bonaventure Parish School Cafeteria,2001,Mt Royal Boulevard,Glenshaw,PA,15116,Shaler,653,School Satellite Kitchen,9,4/11/89,4/11/89,0,,200,1,1,,,2001 Mt Royal Boulevard Glenshaw PA 15116
3256,Fawn Elementary School Cafeteria,5591,Ridge Road,Natrona Heights,PA,15065,Fawn,651,School Full Service Kitchen,9,1/1/60,1/1/60,0,,660,1,1,-79.74935695,40.64796556,5591 Ridge Road Natrona Heights PA 15065
3261,Riverview Jr/Sr High School,100,Hulton Road,Oakmont,PA,15139,Oakmont,651,School Full Service Kitchen,9,1/1/60,1/1/60,0,,590,1,1,-79.84409555,40.52559373,100 Hulton Road Oakmont PA 15139
3266,Hillel Academy,5685,Beacon St,Pittsburgh,PA,15217,Pittsburgh-114,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,675,1,1,-79.92497069,40.43494751,5685 Beacon St Pittsburgh PA 15217
3268,Pine-Richland Hance Elem School Cafeteria,5518,Molnar Dr,Gibsonia,PA,15044,Richland,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1650,1,1,-79.94720396,40.62812631,5518 Molnar Dr Gibsonia PA 15044
3271,Bon Meade Elementary School,1595,Brodhead Rd,Coraopolis,PA,15108,Moon,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,800,1,1,,,1595 Brodhead Rd Coraopolis PA 15108
3277,Barrett School,221,E 12th Ave,Homestead,PA,15120,Homestead,651,School Full Service Kitchen,9,1/1/57,1/1/57,0,,974,1,1,-79.9077595,40.40486337,221 E 12th Ave Homestead PA 15120
3278,Ingomar Middle School Cafeteria,1521,Ingomar Heights Road,Pittsburgh,PA,15237,Franklin Park,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,989,1,1,-80.0727151,40.58084069,1521 Ingomar Heights Road Pittsburgh PA 15237
3281,Holy Trinity Elementary School Cafeteria,5720,Steubenville Pike,Mc Kees Rocks,PA,15136,Robinson,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,500,1,1,-80.13632582,40.45230736,5720 Steubenville Pike Mc Kees Rocks PA 15136
3284,St Philips School Cafeteria,52,W Crafton Ave,Pittsburgh,PA,15205,Crafton,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,-80.06828026,40.437218,52 W Crafton Ave Pittsburgh PA 15205
3291,Hampton High School Cafeteria,2929,McCully Rd,Allison Park,PA,15101,Hampton,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,-79.94048651,40.58338267,2929 McCully Rd Allison Park PA 15101
3292,St Mary Elementary School Cafeteria,2510,Middle Road,Glenshaw,PA,15116,Indiana,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,-79.93188045,40.55450095,2510 Middle Road Glenshaw PA 15116
3295,Our Lady of the Most Blessed Sacrament School Cafeteria,800,Montana Avenue,Natrona Heights,PA,15065,Harrison,651,School Full Service Kitchen,9,1/1/57,1/1/57,0,,1000,1,1,-79.72712571,40.6206031,800 Montana Avenue Natrona Heights PA 15065
3297,Carl L Streams Elementary School,1560,Ashlawn Drive,Pittsburgh,PA,15241,Upper St Clair,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1881,1,1,-80.09359653,40.32249349,1560 Ashlawn Drive Pittsburgh PA 15241
3299,Abraham Lincoln Elementary Cafeteria,1524,Hamilton  Road,Pittsburgh,PA,15234,Bethel Park,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,-80.01793847,40.35424756,1524 Hamilton  Road Pittsburgh PA 15234
3304,Boyce Middle School,1500,Boyce Road,Pittsburgh,PA,15241,Upper St Clair,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,940,1,1,-80.09467116,40.31673591,1500 Boyce Road Pittsburgh PA 15241
3307,Quaker Valley Middle School,618,Harbaugh Street,Sewickley,PA,15143,Sewickley,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,-80.18019162,40.53557175,618 Harbaugh Street Sewickley PA 15143
3309,Moon Middle School,904,Beaver Grade Rd,Coraopolis,PA,15108,Moon,651,School Full Service Kitchen,9,6/17/84,6/17/84,328,,5350,1,1,-80.21739348,40.51274959,904 Beaver Grade Rd Coraopolis PA 15108
3312,Vincentian Academy High School Cafeteria,8100,McKnight  Road,Pittsburgh,PA,15237,McCandless,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,3750,1,1,-80.02103985,40.55691498,8100 McKnight  Road Pittsburgh PA 15237
3313,North Hills Middle School Cafeteria,55,Rochester Road,Pittsburgh,PA,15229,Ross,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,3650,1,1,-80.02590773,40.52392578,55 Rochester Road Pittsburgh PA 15229
3314,Holy Cross Academy School Cafeteria,307,Siebert Road,Pittsburgh,PA,15237,Ross,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,428,1,1,-80.01060126,40.5294092,307 Siebert Road Pittsburgh PA 15237
3316,West View Elementary School Cafeteria,47,Chalfonte Avenue,Pittsburgh,PA,15229,West View,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1500,1,1,-80.03224225,40.52116918,47 Chalfonte Avenue Pittsburgh PA 15229
3323,Poff Elementary School Cafeteria,2990,Haberlein  Rd,Gibsonia,PA,15044,Hampton,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,714,1,1,-79.93925556,40.60735393,2990 Haberlein  Rd Gibsonia PA 15044
3327,Paynter Elementary School,3454,Pleasantvue Drive,Pittsburgh,PA,15227,Baldwin Boro,651,School Full Service Kitchen,9,8/11/69,8/11/69,0,,2628,1,1,-79.95039809,40.38109215,3454 Pleasantvue Drive Pittsburgh PA 15227
3332,Independence Middle School Cafeteria,2807,Bethel Church Road,Bethel Park,PA,15102,Bethel Park,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,5000,1,1,-80.04222958,40.33817737,2807 Bethel Church Road Bethel Park PA 15102
3339,Pgh Allderdice High School Cafeteria,2409,Shady  Avenue,Pittsburgh,PA,15217,Pittsburgh-114,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,2700,1,1,-79.91937002,40.42941584,2409 Shady  Avenue Pittsburgh PA 15217
3340,Serra Catholic High School Cafeteria,200,Hershey Dr,Mc Keesport,PA,15132,McKeesport,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,900,1,1,-79.82431579,40.32565151,200 Hershey Dr Mc Keesport PA 15132
3341,St Louise de Marillac School Kitchen,310,McMurray Road,Pittsburgh,PA,15241,Upper St Clair,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,560,1,1,-80.07223609,40.31693221,310 McMurray Road Pittsburgh PA 15241
3346,Upper St Clair High School Cafeteria,1825,McLaughlin Run Road,Pittsburgh,PA,15241,Upper St Clair,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,13775,1,1,-80.07080865,40.33464898,1825 McLaughlin Run Road Pittsburgh PA 15241
3351,St. John the Baptist Ukranian Catholic Church,109,7th  Street,Pittsburgh,PA,15203,Pittsburgh-117,407,Church Kitchen,1,6/17/84,6/17/84,0,,1000,1,1,,,109 7th  Street Pittsburgh PA 15203
3357,Deer Lakes Middle School Cafeteria,17,East Union Road,Cheswick,PA,15024,West Deer,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,1000,1,1,,,17 East Union Road Cheswick PA 15024
3364,Pgh Concord PreK - 5 & ECC,2350,Brownsville  Road,Pittsburgh,PA,15210,Pittsburgh-129,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,100,1,1,-79.98455731,40.38739624,2350 Brownsville  Road Pittsburgh PA 15210
3365,Pgh Beechwood PreK - 5 & ECC,810,Rockland  Avenue,Pittsburgh,PA,15216,Pittsburgh-119,653,School Satellite Kitchen,1,6/17/84,6/17/84,0,,400,1,1,-80.02056155,40.41463554,810 Rockland  Avenue Pittsburgh PA 15216
3378,West Mifflin Area High School Cafeteria,91,Commonwealth  Avenue,West Mifflin,PA,15122,West Mifflin,651,School Full Service Kitchen,9,9/1/60,9/1/60,0,,925,1,1,-79.87413126,40.38202961,91 Commonwealth  Avenue West Mifflin PA 15122
3380,St Sylvester School Cafeteria,30,West Willock Road,Pittsburgh,PA,15227,Brentwood,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,432,1,1,-79.97692429,40.3714626,30 West Willock Road Pittsburgh PA 15227
3384,Myrtle Elementary School Cafeteria,3724,Myrtle Avenue,Pittsburgh,PA,15234,Castle Shannon,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,225,1,1,-80.0243022,40.3674604,3724 Myrtle Avenue Pittsburgh PA 15234
3404,Central Catholic High School Cafeteria,4720,5th  Avenue,Pittsburgh,PA,15213,Pittsburgh-114,651,School Full Service Kitchen,9,1/1/27,1/1/27,0,,2080,1,1,-79.9456882,40.44677141,4720 5th  Avenue Pittsburgh PA 15213
3415,The Academy At Westinghouse Cafeteria,1101,Murtland  Street,Pittsburgh,PA,15208,Pittsburgh-112,651,School Full Service Kitchen,9,6/17/84,6/17/84,0,,2400,1,1,,,1101 Murtland  Street Pittsburgh PA 15208
