"","id","name","type","address","street_one","street_two","city","state","zip_code","location_description","date_from","date_to","open_time1","close_time1","open_time2","close_time2","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","SNAP","WIC","FMNP","fresh_produce.healthy","MRFEI_score","latitude","longitude"
"927",NA,"Centre Ave YMCA Garden","community-farm|school-garden","2621 Centre Avenue",NA,NA,"Pittsburgh","Pennsylvania",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447201,-79.967894
"928",NA,"Allison Park Elementary Community Garden","school-garden","803 McGovern Road",NA,NA,"Houston","Pennsylvania",15342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.231664,-80.226758
"929",NA,"Avonworth Middle School","school-garden","258 Joseph's Lane",NA,NA,"Pittsburgh","Pennsylvania",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.532346,-80.078434
"930",NA,"Borland Green Cooperative","school-garden","5806 Black Street",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.467393,-79.924427
"931",NA,"Carnegie Elementary School","school-garden","301 Franklin Avenue",NA,NA,"Carnegie","Pennsylvania",15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.401334,-80.081874
"932",NA,"Clairton Education Center","school-garden","501 Waddell Avenue",NA,NA,"Clairton","Pennsylvania",15025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.294148,-79.885294
"933",NA,"Colfax Elementary","school-garden","2332 Beechwood Boulevard",NA,NA,"Pittsburgh","Pennsylvania",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.433127,-79.915417
"934",NA,"Community Day School of Pittsburgh","school-garden","6424 Forward Avenue",NA,NA,"Pittsburgh","Pennsylvania",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.427442,-79.917825
"935",NA,"Dilworth Traditional Academy","school-garden","6200 Stanton Avenue",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.468805,-79.917808
"936",NA,"Fort LeBoeuf Middle School","school-garden","865 Cherry Street",NA,NA,"Waterford","Pennsylvania",16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.951436,-79.986455
"937",NA,"Greenock Elementary School","school-garden","1101 Greenock Buena Vista Road",NA,NA,"McKeesport","Pennsylvania",15135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.311881,-79.8029
"938",NA,"Iroquois Elementary School","school-garden","4231 Morse Street",NA,NA,"Erie","Pennsylvania",16511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.153881,-80.012094
"939",NA,"MAMS Community Garden","school-garden","800 Thurston Road",NA,NA,"Meadville","Pennsylvania",16335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.633276,-80.124376
"940",NA,"Pittsburgh Arsenal","school-garden","220 40th Street",NA,NA,"Pittsburgh","Pennsylvania",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.467734,-79.962522
"941",NA,"Pittsburgh Langley","school-garden","2940 Sheraden Boulevard",NA,NA,"Pittsburgh","Pennsylvania",15204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.453644,-80.054031
"942",NA,"Pittsburgh Linden School Garden","school-garden","725 S Linden Avenue",NA,NA,"Pittsburgh","Pennsylvania",15208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.445514,-79.916283
"943",NA,"Pittsburgh Miller African Centered Academy","school-garden","2055 Bedford Avenue",NA,NA,"Pittsburgh","Pennsylvania",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447077,-79.981061
"944",NA,"Pittsburgh Montessori PreK 5","school-garden","201 S Graham Street",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.462489,-79.935596
"945",NA,"Pittsburgh Science and Technology","school-garden","107 Thackeray Avenue",NA,NA,"Pittsburgh","Pennsylvania",15260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.443627,-79.957411
"946",NA,"Pittsburgh Urban Christian School","school-garden","809 Center Street",NA,NA,"Pittsburgh","Pennsylvania",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.441483,-79.882937
"947",NA,"Propel Homestead","school-garden","129 E 10th Avenue",NA,NA,"Homestead","Pennsylvania",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.405408,-79.910342
"948",NA,"SSA Farm at the Junior School","school-garden","400 S. Braddock Avenue",NA,NA,"Pittsburgh","Pennsylvania",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.444237,-79.897476
"949",NA,"SSA Farm at the Middle School","school-garden","500 Squaw Run Road East",NA,NA,"Pittsburgh","Pennsylvania",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.52817,-79.880648
"950",NA,"SSA Farm at the Senior School","school-garden","423 Fox Chapel Road",NA,NA,"Pittsburgh","Pennsylvania",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.52247,-79.882689
"951",NA,"St. Paul African Methodist Episcopal Church","school-garden","414 Orchard Place",NA,NA,"Pittsburgh","Pennsylvania",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.41792,-79.995982
"952",NA,"The Environmental Charter Lower School Edible Schoolyard","school-garden","309 South Braddock Avenue",NA,NA,"Pittsburgh","Pennsylvania",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.444922,-79.895715
"953",NA,"The Environmental Charter Upper School Living Laboratory","school-garden","829 Milton Street",NA,NA,"Pittsburgh","Pennsylvania",15218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.436015,-79.89694
"954",NA,"The Neighborhood Academy","school-garden","709 N Aiken Avenue",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.472894,-79.932793
"955",NA,"Urban League Charter School","school-garden","327 N Negley Avenue",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.466733,-79.929864
"956",NA,"Waldorf School of Pittsburgh","school-garden","201 S Winebiddle Street",NA,NA,"Pittsburgh","Pennsylvania",15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.463958,-79.942294
"957",NA,"West End Children's Center","school-garden","42 Wabash Street",NA,NA,"Pittsburgh","Pennsylvania",15220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440192,-80.03457
"958",NA,"Frick Greenhouse","commercial-urban-farm|grow-pittsburgh-site","7227 Reynolds Street",NA,NA,"Pittsburgh","Pennsylvania",15208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447816,-79.901057
"959",NA,"Shiloh Farm","commercial-urban-farm|grow-pittsburgh-site","7227 Thomas Boulevard",NA,NA,"Pittsburgh","Pennsylvania",15208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.450512,-79.898805
"960",NA,"Garfield Community Farm","commercial-urban-farm","Cornwall St & Wicklow Street",NA,NA,"Pittsburgh","Pennsylvania",15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.46941,-79.934616
"961",NA,"Bandi Schaum Garden","allegheny-grows-site","2315 Sidney Street",NA,NA,"Pittsburgh","Pennsylvania",15203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.429303,-79.972425
"962",NA,"East Field Cooperative Garden","sustainability-fund-site","5543 Black Street",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.469404,-79.928441
"963",NA,"Elliott Community Garden","sustainability-fund-site","706 Lorenz Avenue",NA,NA,"Pittsburgh","Pennsylvania",15220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.44501,-80.039497
"964",NA,"Fineview Community Garden","community-garden","13 Carrie Street",NA,NA,"Pittsburgh","Pennsylvania",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.461294,-80.002021
"965",NA,"Frazier Farms Community Garden","sustainability-fund-site|school-garden","3638 Frazier Street",NA,NA,"Pittsburgh","Pennsylvania",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.429735,-79.954579
"966",NA,"Garden of Etna","sustainability-fund-site","9 Short Alley",NA,NA,"Pittsburgh","Pennsylvania",15223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.496077,-79.945871
"967",NA,"Garden On Gearing","sustainability-fund-site","409-411 Gearing Avenue",NA,NA,"Pittsburgh","Pennsylvania",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.418085,-80.00523
"968",NA,"Glenn Avenue Community Garden","community-garden","Glenn Avenue & Swissvale Avenue",NA,NA,"Pittsburgh","Pennsylvania",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.444612,-79.875885
"969",NA,"Harmar Street Community Garden","community-garden","331 Harmar Street",NA,NA,"Pittsburgh","Pennsylvania",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.457406,-79.967969
"970",NA,"Highland Park Community Gardens","community-garden","Stanton Avenue",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.472064,-79.913673
"971",NA,"Kincaid Street Community Garden","sustainability-fund-site","5409 Kincaid Street",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.466375,-79.934859
"972",NA,"Kiwanis Community Garden","sustainability-fund-site","2801 Jenny Lind Street",NA,NA,"McKeesport","Pennsylvania",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.339138,-79.844107
"973",NA,"Larimer Community Garden","sustainability-fund-site","300 Larimer Avenue",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.46432,-79.91601
"974",NA,"Lawrenceville Community Gardens","community-garden","4200 Sherrod Street",NA,NA,"Pittsburgh","Pennsylvania",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.467567,-79.956557
"975",NA,"Martin Luther King Jr. Community Garden","allegheny-grows-site","219 Kirkpatrick Street",NA,NA,"Pittsburgh","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440368,-79.983611
"976",NA,"Morningside Community Garden","community-garden",NA,NA,NA,"Pittsburgh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.486784,-79.923468
"977",NA,"Mt. Oliver Borough Community Garden","allegheny-grows-site|sustainability-fund-site","Transverse Park",NA,NA,"Mount Oliver","Pennsylvania",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.406719,-79.984659
"978",NA,"Penn Hills Community Garden","allegheny-grows-site|sustainability-fund-site","1162 Jefferson Road",NA,NA,"Penn Hills","Pennsylvania",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447638,-79.798817
"979",NA,"Stanton Heights Allegheny Cemetery Community Garden","sustainability-fund-site","Stanton Avenue",NA,NA,"Pittsburgh","Pennsylvania",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.473711,-79.961237
"980",NA,"The Harry Orlando Memorial Community Garden","community-garden","2205 5th Avenue",NA,NA,"Pittsburgh","Pennsylvania",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.438247,-79.973943
"981",NA,"The Octopus Garden","community-garden","133 S. Aiken Avenue",NA,NA,"Pittsburgh","Pennsylvania",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.463591,-79.936771
"982",NA,"Tustin Street Community Garden","allegheny-grows-site","2021 Tustin Street",NA,NA,"Pittsburgh","Pennsylvania",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.436569,-79.977099
"983",NA,"CoGo's 1322",NA,"510 Station Street NA",NA,NA,"BRIDGEVILLE","PA",15017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.357666,-80.110374
"984",NA,"Market Fresh Meats",NA,"5 Crafton Sq NA",NA,NA,"Pittsburgh","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.435497,-80.065086
"985",NA,"L E Corner Store",NA,"601 Lincoln Ave NA",NA,NA,"East Liberty","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.461674,-79.90786
"986",NA,"Aldi 53",NA,"5159 Library Rd NA",NA,NA,"Bethel Park","PA",15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.33485,-80.024025
"987",NA,"Isaly's 7020",NA,"537 E Ohio St NA",NA,NA,"Pittsburgh","PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.453705,-79.999367
"988",NA,"RITE AID 4682",NA,"100 William Marks Way NA",NA,NA,"Munhall","PA",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.409134,-79.901901
"989",NA,"RITE AID 0272",NA,"209 Atwood St NA",NA,NA,"Pittsburgh","PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.440754,-79.957176
"990",NA,"Rite Aid 1094",NA,"3210 Banksville Rd NA",NA,NA,"Pittsburgh","PA",15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.399281,-80.044708
"991",NA,"RITE AID 4783",NA,"5100 Library Rd NA",NA,NA,"Bethel Park","PA",15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.338581,-80.026169
"992",NA,"Rite Aid 4965",NA,"201 Grace St NA",NA,NA,"Pittsburgh","PA",15211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.430813,-80.010735
"993",NA,"RITE AID 0273",NA,"2300 Jane St NA",NA,NA,"Pittsburgh","PA",15203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.426464,-79.973183
"994",NA,"RITE AID 0268",NA,"5504 Walnut St NA",NA,NA,"Pittsburgh","PA",15232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.45118,-79.933617
"995",NA,"RITE AID 274",NA,"1700 Murray Ave NA",NA,NA,"Pittsburgh","PA",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.438061,-79.92305
"996",NA,"Rite Aid 1944",NA,"900 Mt Royal Blvd NA",NA,NA,"Pittsburgh","PA",15223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.515926,-79.959068
"997",NA,"RITE AID 1370",NA,"725 Lysle Blvd NA",NA,NA,"McKeesport","PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3522,-79.857765
"998",NA,"Rite Aid 10949",NA,"5410 Keeport Dr NA",NA,NA,"Pittsburgh","PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.338249,-79.979202
"999",NA,"Ying Mart Inc T/A Uni-Mart",NA,"1926 Brownsville Rd NA",NA,NA,"Pittsburgh","PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.395294,-79.986877
"1000",NA,"Uni-Mart",NA,"1181 Romine Ave NA",NA,NA,"McKeesport","PA",15133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.342293,-79.87133
"1001",NA,"CVS Pharmacy 4103",NA,"355 LINCOLN AVE NA",NA,NA,"PITTSBURGH","PA",15202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.493916,-80.052246
"1002",NA,"Walgreens 1034",NA,"112 W Steuben St NA",NA,NA,"Crafton","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.438969,-80.072548
"1003",NA,"Rite Aid 10942",NA,"410 Cooke Ln NA",NA,NA,"Pittsburgh","PA",15234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.370369,-80.032204
"1004",NA,"Uni-Mart",NA,"852 5th Ave NA",NA,NA,"Coraopolis","PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.518505,-80.16713
"1005",NA,"Rite Aid 10956",NA,"1121 Bower Hill Rd NA",NA,NA,"Pittsburgh","PA",15243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.375484,-80.069183
"1006",NA,"A & M MARKET",NA,"5224 Penn Ave NA",NA,NA,"Pittsburgh","PA",15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.464508,-79.93898
"1007",NA,"ROCHESTER ROAD SHOP AND SAVE",NA,"84 Rochester Rd NA",NA,NA,"Pittsburgh","PA",15229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.521076,-80.026154
"1008",NA,"Dollar General #8549",NA,"425 Perry Hwy NA",NA,NA,"West View","PA",15229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.519135,-80.03228
"1009",NA,"Super Stop Convenience Store, Inc.",NA,"430 Kenmawr Ave NA",NA,NA,"Rankin","PA",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.41177,-79.876472
"1010",NA,"Getgo 3487",NA,"801 Mount Royal Blvd NA",NA,NA,"Pittsburgh","PA",15223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.514282,-79.959183
"1011",NA,"Getgo 3488",NA,"5603 Babcock Blvd NA",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.54697,-80.028976
"1012",NA,"Get Go 3476",NA,"800 Allegheny River Blvd NA",NA,NA,"Verona","PA",15147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.506878,-79.842865
"1013",NA,"Getgo 3616",NA,"3601 Saw Mill Run Blvd NA",NA,NA,"Pittsburgh","PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.372643,-79.981911
"1014",NA,"Target Store 1253",NA,"360 E WATERFORD DR NA",NA,NA,"Homestead","PA",15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.403133,-79.906471
"1015",NA,"Target Store 1217",NA,"600 Chauvet Dr NA",NA,NA,"Pittsburgh","PA",15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447014,-80.182732
"1016",NA,"Target Store 1218",NA,"9805 MCKNIGHT RD 2",NA,NA,"Pittsburgh","PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.585663,-80.036606
"1017",NA,"Target Store 1219",NA,"4004 Monroeville Blvd NA",NA,NA,"Monroeville","PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.435696,-79.770859
"1018",NA,"Dollar General 10203",NA,"315 Cochran Rd NA",NA,NA,"Pittsburgh","PA",15228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.381538,-80.052536
"1019",NA,"Dollar General #8103",NA,"75 Noble Ave NA",NA,NA,"Crafton","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.433815,-80.066353
"1020",NA,"Dollar General 2643",NA,"500 Pine Hollow Rd. A",NA,NA,"McKees Rocks","PA",15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.469936,-80.076576
"1021",NA,"KUHN'S MARKET",NA,"745 W. Ingomar Road NA",NA,NA,"Ingomar","PA",15127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.581478,-80.055283
"1022",NA,"Dollar General 10277",NA,"1695 McFarland Rd NA",NA,NA,"Pittsburgh","PA",15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.395996,-80.046486
"1023",NA,"RITE AID 1589",NA,"6375 Library Rd NA",NA,NA,"South Park","PA",15129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.289986,-80.027809
"1024",NA,"RITE AID 3571",NA,"103 W Allegheny Rd NA",NA,NA,"Imperial","PA",15126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.441845,-80.239136
"1025",NA,"LA GROCERY WEST INDIAN AMERICAN",NA,"511 Larimer Ave NA",NA,NA,"Pittsburgh","PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.465477,-79.914131
"1026",NA,"RITE AID 1925",NA,"210 9th St NA",NA,NA,"Glassport","PA",15045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.320995,-79.892296
"1027",NA,"RITE AID 2482",NA,"300 Market St NA",NA,NA,"Elizabeth","PA",15037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.272511,-79.88633
"1028",NA,"DOLLAR TREE 142",NA,"1759 S Braddock Ave NA",NA,NA,"Pittsburgh","PA",15218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.424519,-79.887764
"1029",NA,"DOLLAR TREE 258",NA,"12 Federal Dr NA",NA,NA,"Pittsburgh","PA",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.464207,-79.82666
"1030",NA,"Getgo 3128",NA,"5381 Library Rd NA",NA,NA,"Bethel Park","PA",15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.327724,-80.024467
"1031",NA,"DOLLAR TREE 2103",NA,"1030 W View Park Dr NA",NA,NA,"Pittsburgh","PA",15229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.517517,-80.037987
"1032",NA,"DOLLAR EAGLE DISCOUNTS",NA,"1552 Beechview Ave NA",NA,NA,"Pittsburgh","PA",15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.411846,-80.024895
"1033",NA,"CVS PHARMACY 7611",NA,"4849 William Flynn Hwy NA",NA,NA,"Allison Park","PA",15101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.599445,-79.947502
"1034",NA,"CVS PHARMACY INC 3999",NA,"401 Chestnut St NA",NA,NA,"Carnegie","PA",15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.41008,-80.082382
"1035",NA,"CVS PHARMACY INC 4002",NA,"70 W Steuben St NA",NA,NA,"Pittsburgh","PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.438564,-80.07032
